id X Y Z
702 87661.30469 12613.85742 48.11500168
703 87683.00781 12579.39844 50.0379982
704 87675.85938 12589.62012 49.57699966
705 87663.28125 12592.97559 48.6780014
706 87666.70313 12608.27734 49.33499908
707 87662.95313 12614.51367 48.04000092
708 87669.03125 12560.52637 48.73400116
709 87578.5 12750.12695 44.60900116
710 87603.40625 12743.21387 45.57600021
711 87612.70313 12740.31543 44.98400116
712 87659.85156 12659.95801 50.09400177
713 87660.60156 12653.71582 50.29399872
714 87659.59375 12666.97461 47.97800064
715 87628.11719 12741.28516 45.15999985
716 87648.41406 12742.03906 45.17100143
717 87667.15625 12742.53516 45.2879982
718 87686.9375 12742.56543 45.3409996
719 87697.86719 12743.30469 46.06600189
720 87572.32813 12773.54395 48.6780014
721 87639.5625 12644.34082 51.83599854
722 87533.03906 12762.53613 44.41999817
723 87507.42969 12759.57227 44.42699814
724 87436.25 12780.47266 44.63800049
725 87500.39063 12769.19727 43.94800186
726 87439.64844 12781.49121 43.34899902
727 87527.20313 12787.80566 44.22999954
728 87499.07031 12781.43262 44.02999878
729 87450.03906 12785.50293 43.41199875
730 87509.84375 12783.38086 44.11500168
731 87528.94531 12790.25488 46.23899841
732 87509.84375 12786.6123 44.79000092
733 87505.17188 12754.95996 46.20199966
734 87534.35938 12761.17676 45.43899918
735 87514.53125 12784.96582 44.24900055
736 87464.69531 12786.88184 44.20899963
737 87515.14844 12783.22266 44.28300095
738 87497.875 12768.04199 46.06900024
739 87521.08594 12762.76855 44.3429985
740 87523.00781 12783.73145 44.40800095
741 87497.11719 12781.78418 46.19599915
742 87533.5 12771.80762 45.68500137
743 87471.79688 12790.56738 45.6570015
744 87531.46094 12779.81348 45.88899994
745 87514.09375 12791.19336 46.9129982
746 87505.875 12789.18066 46.43000031
747 87516.28906 12786.12793 46.89199829
748 87521.71875 12789.09961 46.78900146
749 87496 12796.27246 46.01200104
750 87484.25 12796.67578 45.65599823
751 87528.15625 12800.21191 45.91400146
752 87510.74219 12814.76465 46.28300095
753 87543.8125 12784.1748 45.8030014
754 87487.55469 12800.19824 46.77899933
755 87537.96094 12795.57813 45.82500076
756 87504.60156 12814.42773 45.99399948
757 87504.49219 12824.63477 45.92699814
758 87489.86719 12801.59473 45.73099899
759 87546.02344 12787.91309 44.04899979
760 87498.26563 12809.4668 45.73600006
761 87541.94531 12795.42383 43.82899857
762 87480.94531 12833.88184 46.09899902
763 87487.63281 12822.36523 45.68299866
764 87471.15625 12834.68262 45.99000168
765 87535.73438 12803.36328 43.66400146
766 87477.42969 12825.90527 45.8219986
767 87471.03125 12828.82129 45.98799896
768 87477.85156 12817.04297 46.34600067
769 87517.00781 12808.76758 43.43799973
770 87477.63281 12807.47168 45.82300186
771 87471.92969 12804.42676 45.95299911
772 87513.46875 12817.71777 43.56299973
773 87494.625 12824.71875 43.48199844
774 87472.3125 12798.93652 45.77899933
775 87468.52344 12795.3877 46.03699875
776 87508.33594 12821.23242 41.42300034
777 87473.54688 12781.84863 45.36600113
778 87479.71094 12778.27539 45.54499817
779 87505.36719 12828.15723 43.52199936
780 87478.22656 12760.74219 45.27700043
781 87486.98438 12826.2334 43.9679985
782 87478.15625 12776.75586 44.13800049
783 87483.49219 12837 43.70000076
784 87468.52344 12828.87988 44.06600189
785 87466.875 12772.98926 43.6629982
786 87477.60156 12763.41113 43.8429985
787 87472.35938 12782.56152 43.91199875
788 87467.1875 12762.50098 43.62599945
789 87473 12838.38184 43.48500061
790 87468.46875 12834.49023 43.75699997
791 87474.5 12826.73926 44.10100174
792 87451.15625 12761.74609 43.70899963
793 87468.15625 12788.95508 43.06499863
794 87476.5625 12811.07715 43.53099823
795 87457.83594 12830.02344 43.52899933
796 87470.6875 12808.15918 43.47100067
797 87466.27344 12797.08887 43.0719986
798 87446.77344 12784.65234 43.07600021
799 87452.19531 12808.2207 41.8390007
800 87444.53125 12831.54492 42.54199982
801 87440.59375 12849.38281 42.63999939
802 87431.6875 12884.5918 42.63700104
803 87456.1875 12854.13379 43.0379982
804 87440.34375 12864.54492 42.97200012
805 87472.38281 12859.34375 43.16699982
806 87453.82031 12871.68359 43.41799927
807 87485.67188 12865.4209 43.48799896
808 87434.76563 12911.63379 42.30199814
809 87464.53125 12878.83398 43.29399872
810 87443.50781 12891.78125 42.67699814
811 87490.85156 12848.51074 43.28099823
812 87453.10156 12898.10254 43.02399826
813 87473.24219 12884.18652 44.05099869
814 87501.72656 12850.33398 44.15100098
815 87478.07813 12874.50586 43.65599823
816 87496.9375 12857.61328 43.7120018
817 87459.10938 12914.69141 42.95500183
818 87464.53125 12904.38672 43.00699997
819 87484.54688 12879.31934 43.65200043
820 87495.53125 12852.39941 45.79800034
821 87467.55469 12909.24609 43.81999969
822 87466.78906 12916.16309 47.60400009
823 87483.69531 12873.85547 45.52799988
824 87489.99219 12859.57617 45.30400085
825 87473.00781 12902.52344 43.61199951
826 87461.84375 12923.8457 49.1269989
827 87504.75781 12862.79102 43.96699905
828 87493.1875 12875.22754 42.51800156
829 87479.76563 12897.4082 43.99200058
830 87488.54688 12885.65723 44.02500153
831 87478.42188 12930.75684 48.42499924
832 87515.72656 12870.24805 44.07600021
833 87493.52344 12880.19043 43.91600037
834 87483.875 12902.13672 47.38000107
835 87500.44531 12914.75391 46.62799835
836 87497.65625 12899.74902 46.9280014
837 87488.85938 12892.49512 47.01800156
838 87505.53125 12907.4668 46.63299942
839 87514.19531 12887.62402 47.34500122
840 87497.07813 12884.87598 47.0019989
841 87513.60156 12879.79102 43.98600006
842 87524.25 12889.37012 46.5
843 87513.95313 12914.41113 46.30400085
844 87532.07813 12884.85352 46.28699875
845 87540.375 12885.6084 46.27199936
846 87521.92188 12885.87598 43.56100082
847 87521.3125 12919.22363 46.19900131
848 87545.38281 12893.5918 46.30400085
849 87532.07813 12881.07031 43.68999863
850 87545.50781 12884.48047 43.76200104
851 87524.96875 12921.31348 47.28900146
852 87550 12892.91895 43.59500122
853 87555.83594 12902.82813 43.04800034
854 87553.04688 12906.35938 45.09799957
855 87555.84375 12902.84668 43.04399872
856 87549.40625 12899.93164 44.95399857
857 87528.21094 12922.8916 45.39300156
858 87528.14844 12896.67578 46.15999985
859 87567.60938 12907.9209 43.34400177
860 87546.58594 12922.10645 44.76399994
861 87537.24219 12928.90527 45.06700134
862 87577.42188 12911.25879 43.31399918
863 87544.41406 12934.68164 45.81100082
864 87558.36719 12914.73242 45.04999924
865 87529.53125 12908.44336 45.79700089
866 87548.89063 12936.40332 43.22600174
867 87566.94531 12919.29102 44.40000153
868 87579.61719 12925.61719 44.29600143
869 87554.10938 12940.72363 43.93999863
870 87546.14063 12923.31836 44.84600067
871 87551.73438 12926.06152 42.5359993
872 87551.75781 12926.05176 42.95500183
873 87555.9375 12940.38086 43.01200104
874 87562.5 12919.20703 42.0340004
875 87557.14063 12943.57324 45.26300049
876 87564.61719 12947.75488 45.26300049
877 87587.34375 12924.35156 44.45800018
878 87570.48438 12931.82813 41.45899963
879 87568.91406 12951.02344 42.66500092
880 87590.32813 12916.45898 45.69300079
881 87582.34375 12941.66992 43.16500092
882 87572.17969 12954.08008 42.42699814
883 87596.42969 12910.79492 45.27700043
884 87587.77344 12947.09766 42.1230011
885 87588.29688 12911.94824 43.40399933
886 87579.23438 12959.24609 42.31200027
887 87600.76563 12956.53223 42.90299988
888 87599.96875 12905.10547 43.01499939
889 87599.78906 12899.56836 43.10100174
890 87587.21875 12905.19922 43.29999924
891 87586.95313 12963.96484 42.19800186
892 87598.64844 12895.53125 44.79700089
893 87586.95313 12901.09668 44.74700165
894 87605.17188 12895.28516 45.18899918
895 87585.9375 12897.61133 43.2179985
896 87595.01563 12967.27832 41.92499924
897 87604.80469 12892.54492 44.18999863
898 87597.15625 12944.97266 42.33100128
899 87594.57031 12971.28027 43.47499847
900 87610.10938 12895.49805 43.41799927
901 87614.95313 12917.71094 42.78900146
902 87602.66406 12932.53027 42.32099915
903 87597.10938 12975.39648 42.31700134
904 87614.39844 12914.34375 42.79999924
905 87620.4375 12936.92578 41.19200134
906 87622.92188 12898.74219 43.07899857
907 87607.60156 12942.48145 40.82400131
908 87607.72656 12979.76367 41.99000168
909 87613.65625 12956.67773 40.77999878
910 87617.16406 12917.84961 40.31000137
911 87630.24219 12902.05176 42.41699982
912 87624.30469 12902.25293 40.23799896
913 87611.48438 12988.43262 41.2840004
914 87606.53125 12975.32813 40.20199966
915 87611.5625 12988.44629 41.27999878
916 87619.28906 12993.12012 42.12799835
917 87629.91406 12905.40527 39.8730011
918 87632.03906 12900.78516 42.4620018
919 87623.03125 12989.97168 41.91999817
920 87625.0625 12923.20898 40.68399811
921 87646.35938 12910.08496 42.54899979
922 87651.79688 12911.42285 42.58000183
923 87630.47656 12991.7041 40.72600174
924 87619.91406 12927.54102 40.89199829
925 87636.17969 12982.20898 40.66699982
926 87641.17188 12976.09375 40.70600128
927 87645.60938 12973.9209 41.04000092
928 87640.89063 12925.87891 40.48899841
929 87650.61719 12964.57715 40.70100021
930 87654.17969 12909.3877 42.9620018
931 87655.70313 12926.16406 40.62200165
932 87652.63281 12954.38281 40.53099823
933 87662.85156 12939.60547 41.27399826
934 87653.08594 12907.11035 42.91500092
935 87644.48438 12944.54688 40.59999847
936 87655.21094 12902.79883 42.8370018
937 87636.85156 12936.71973 40.59899902
938 87667.67188 12915.16406 42.68099976
939 87643.55469 12936.09961 40.4640007
940 87620.25 12969.80664 38.50799942
941 87660.45313 12920.95215 40.36800003
942 87669.75 12921.47168 42.65599823
943 87632.66406 12961.06152 38.375
944 87672.92188 12923.43945 41.16899872
945 87673.39063 12939.69238 41.0929985
946 87681.32031 12927.89258 41.39300156
947 87685.60156 12915.81738 42.10300064
948 87687.61719 12913.11035 42.72700119
949 87685.82813 12914.23145 41.38700104
950 87641.15625 12884.42871 43.05099869
951 87642.59375 12880.5459 43.16899872
952 87634.23438 12887.54785 43.34199905
953 87639.41406 12882.09668 42.06000137
954 87630.14063 12886.60156 43.1629982
955 87631.17188 12884.09375 43.11600113
956 87601.58594 12871.58887 44.10499954
957 87592.44531 12888.3584 43.37400055
958 87594.64844 12983.3916 42.18999863
959 87575.10938 12886.83496 43.23600006
960 87584.20313 12864.43066 43.51399994
961 87602.3125 12991.05762 40.7140007
962 87572.71094 12858.99414 43.86600113
963 87562.17188 12882.38281 43.84199905
964 87554.73438 12851.69238 43.54700089
965 87611.28125 12998.57813 40.7820015
966 87542.92188 12872.25977 43.37099838
967 87538.10156 12844.19043 43.76699829
968 87554.45313 12822.91699 43.25600052
969 87534.46875 12873.99414 43.30099869
970 87619.54688 13006.20996 41.38600159
971 87535.28906 12816.72266 44.11500168
972 87524.10156 12839.20898 43.47999954
973 87521.38281 12868.21387 43.67300034
974 87514.67188 12833.48926 44.7140007
975 87504.36719 12863.25586 44.11399841
976 87628.94531 13013.37012 41.32600021
977 87631.73438 13007.44531 40.9469986
978 87556.3125 12796.1416 43.75400162
979 87545.95313 12787.10938 44.04000092
980 87212.14844 12398.30957 51.45500183
981 87221.625 12618.24609 47.00299835
982 87212.14844 12715.78516 45.20899963
983 87284.99219 12566.24902 47.30099869
984 87284.80469 12570.65918 47.6590004
985 87284.09375 12575.62012 47.38899994
986 87281.83594 12574.86914 47.59000015
987 87279.89063 12578.18066 47.54499817
988 87276.50781 12584.36816 46.66699982
989 87294.00781 12569.75098 45.84199905
990 87270.29688 12593.70605 46.2480011
991 87291.13281 12578.60156 46.07600021
992 87269.73438 12594.75098 47.24499893
993 87275 12595.80859 47.3219986
994 87283.3125 12594.89258 46.02399826
995 87266.71875 12607.74902 46.79800034
996 87282.35156 12599.13184 46.80099869
997 87258.21094 12624.34473 46.38399887
998 87253.21875 12638.85156 46.17499924
999 87286.08594 12546.9707 45.83100128
1000 87241.55469 12631.08008 46.42399979
1001 87278.35938 12564.00098 47.74499893
1002 87269.70313 12580.70117 47.69100189
1003 87256.74219 12601.24316 46.78699875
1004 87255.45313 12447.42188 50.02199936
1005 87259.32031 12437.83008 50.88600159
1006 87259.85156 12423.22656 51.45899963
1007 87276.3125 12423.87988 51.48099899
1008 87276.41406 12438.35352 50.75899887
1009 87273.21094 12450.72461 50.60800171
1010 87266.32813 12451.28418 50.4109993
1011 87261.14063 12460.78125 49.31700134
1012 87257.64844 12475.56641 49.1609993
1013 87691.99219 12660.1377 50.97100067
1014 87687.88281 12645.70117 48.99900055
1015 87698.25781 12635.01074 45.79999924
1016 87701.34375 12639.10352 46.18299866
1017 87704.09375 12632.19043 46.08300018
1018 87698.17188 12637.14355 46.10200119
1019 87703.82031 12627.33887 48.14300156
1020 87699.72656 12630.59375 46.28300095
1021 87706.64844 12620.31836 47.6590004
1022 87698.96875 12632.3457 46.06700134
1023 87711.90625 12614.51855 50.41199875
1024 87712.39844 12631.0127 48.48600006
1025 87722.24219 12625.72461 50.1269989
1026 87709.39844 12637.51563 47.98600006
1027 87715.16406 12636.5459 48.04199982
1028 87705.33594 12643.33594 48.56800079
1029 87716.07813 12640.60742 46.45100021
1030 87710.625 12648.63477 47.68099976
1031 87707.64063 12655.26367 50.18899918
1032 87731.79688 12667.11621 50.65399933
1033 87721.86719 12648.80957 46.24700165
1034 87739.61719 12656.88379 48.49200058
1035 87730.45313 12654.26465 47.03699875
1036 87741.74219 12650.90918 49.16500092
1037 87728.625 12646.35254 47.65599823
1038 87745.92188 12646.89453 49.27199936
1039 87746.08594 12644.75879 49.91400146
1040 87722.77344 12640.2041 47.4679985
1041 87726.83594 12634.96777 49.26699829
1042 87755.57031 12653.33398 49.4070015
1043 87749.79688 12662.80469 49.87099838
1044 87746.46875 12675.20703 46.85400009
1045 87738.90625 12691.92871 45.77700043
1046 87730.71875 12677.92871 47.89099884
1047 87717.76563 12673.5127 48.84000015
1048 87703.59375 12672.95605 48.57799911
1049 87702.3125 12661.71289 50.94499969
1050 87690.05469 12663.28223 52.2140007
1051 87701.98438 12682.27148 47.39400101
1052 87697.1875 12670.0918 49.58200073
1053 87692.21875 12656.47363 50.83800125
1054 87709.32813 12687.32617 47.21900177
1055 87695.89844 12657.43945 47.26699829
1056 87705.64844 12677.86035 47.49399948
1057 87702.625 12678.39844 46
1058 87704.00781 12667.85352 50.33599854
1059 87699.77344 12654.91309 50.94800186
1060 87577.44531 12969.30273 41.61700058
1061 87564.92188 12967.89941 42.66699982
1062 87568.89063 12962.42871 43.35699844
1063 87568.80469 12957.17676 42.32500076
1064 87565.63281 12950.82129 40.82500076
1065 87565.59375 12950.85352 43.41899872
1066 87561.00781 12951.79883 45.12599945
1067 87544.94531 12964.41602 45.21900177
1068 87546.27344 12946.98047 44.63899994
1069 87526.25 12959.01855 45.66799927
1070 87532.21875 12940.83301 45.50500107
1071 87521.26563 12956.96191 48.74000168
1072 87522.19531 12943.30371 46.41999817
1073 87513.25781 12954.56836 49.10499954
1074 87513.60156 12937.22754 46.31100082
1075 87497.03906 12947.35938 49.11000061
1076 87504.19531 12934.13184 48.14099884
1077 87493.27344 12932.47754 48.15299988
1078 87509.24219 12938.77832 48.64300156
1079 87477.35938 12927.83301 48.76499939
1080 87521.38281 12947.85059 48.625
1081 87471.89844 12923.50879 49.33599854
1082 87481.11719 12943.56445 48.36999893
1083 87466.97656 12920.90234 48.54000092
1084 87461.96094 12923.68164 48.8390007
1085 87468.84375 12939.09277 49.47200012
1086 87455.42188 12937.40918 48.87400055
1087 87455.85156 12947.73633 48.96900177
1088 87462.58594 12956.18359 48.72200012
1089 87475.95313 12958.80078 48.76800156
1090 87482.50781 12955.14844 48.61299896
1091 87488.82813 12955.50488 48.95800018
1092 87494.78906 12962.85742 48.7859993
1093 87510.64844 12967.05566 48.61700058
1094 87515.60156 12965.05664 48.7859993
1095 87495.96094 12920.14844 47.10400009
1096 87477.47656 12904.79785 47.24599838
1097 87468.85156 12919.03223 47.16199875
